기업명,종목코드,상폐일,폐지사유,event_year_Y,exclude_rule
한국제5호스팩,271740,2020-03-03,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2020,
대원모방,311840,2020-02-27,지정자문인 선임계약 해지 후 30일 이내 미체결(2020.2.13 限),2020,
유쎌,252370,2020-02-27,지정자문인 선임계약 해지 후 30일 이내 미체결(2020.2.13 限),2020,
썬텍,122800,2020-02-12,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2020,
한화수성스팩,265920,2020-01-15,상장예비심사 청구서 미제출로 관리종목 지정후 1개월 이내 동사유를 미해소,2020,
미래에셋대우스팩1호,265480,2020-01-03,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2020,
제이테크놀로지,035480,2019-12-12,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2019,
한화에이스스팩3호,264290,2019-12-06,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2019,
데코앤이,017680,2019-11-20,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,2019,
대신밸런스제4호스팩,262830,2019-10-10,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2019,
세종머티리얼즈,135270,2019-10-02,파산선고에 따른 해산사유 발생,2019,
신한제3호스팩,257730,2019-10-01,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2019,
SK3호스팩,232330,2019-08-30,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2019,
주노콜렉션,221670,2019-07-16,지정자문인 선임계약 해지 후 30일 이내 미체결(2019.7.2 限),2019,
사조해표,079660,2019-06-26,해산 사유 발생,2019,
영현무역,242850,2019-05-22,지정자문인 선임계약 해지 후 30일 이내 미체결(2019.5.8 限),2019,
트러스제7호,140890,2019-05-07,해산 사유 발생,2019,
에프티이앤이,065160,2019-05-03,감사의견 거절(감사범위 제한),2019,
제이에스피브이,250300,2019-03-04,지정자문인 선임계약 해지 후 30일이내 미체결(2019.2.1 限),2019,
스페이스솔루션,245030,2019-02-27,상장폐지 신청('19.1.25),2019,
한국4호스팩,240540,2019-01-29,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2019,
차이나하오란,900090,2019-01-02,제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조 제1항에 따른 분기보고서 법정기한 내 미제출,2019,
대덕GDS,004130,2018-12-19,해산 사유 발생,2018,
한국유리공업,002000,2018-12-13,신청에 의한 상장폐지,2018,
극동자동화,272420,2018-11-15,상장폐지 신청('18.11.5),2018,
지디,155960,2018-10-12,감사의견 거절(감사범위 제한),2018,
하이에이아이1호스팩,235010,2018-10-12,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
케이비제9호스팩,232270,2018-10-12,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
우성아이비,194610,2018-10-12,감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2018,
세신버팔로,110660,2018-10-11,지정자문인 선임계약 해지 후 30일이내 미체결(2018.9.20限),2018,
트레이스,052290,2018-10-11,감사의견거절(감사범위 제한),2018,
넥스지,081970,2018-10-11,감사의견거절(감사범위제한),2018,
C&S자산관리,032040,2018-10-11,감사의견거절(범위제한 및 계속기업 존속능력에 대한 불확실성),2018,
레이젠,047440,2018-10-11,감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2018,
위너지스,026260,2018-10-11,감사의견거절(감사범위 제한),2018,
성지건설,005980,2018-10-04,감사의견 의견거절,2018,
에스와이제이,251540,2018-09-07,감사의견 거절(감사범위 제한),2018,
지성이씨에스,138290,2018-08-22,상장폐지 신청('18.7.19),2018,
에임하이,043580,2018-08-10,감사의견거절(감사범위 제한),2018,
피엠디아카데미,144740,2018-08-07,지정자문인 선임계약 해지 후 30일이내 미체결(2018.07.24限),2018,
동부제4호스팩,230490,2018-07-26,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
신텍,099660,2018-07-09,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,2018,
키움스팩4호,226850,2018-06-05,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
이베스트스팩3호,225440,2018-05-28,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
완리,900180,2018-05-23,감사의견거절(감사범위 제한),2018,
시냅스엠,246830,2018-05-14,감사의견 거절(계속기업 존속능력에 대한 불확실성),2018,
태경피엔에스,235090,2018-05-09,감사의견 거절(감사범위 제한),2018,
스틸플라워,087220,2018-05-08,감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2018,
씨그널엔터테인먼트그룹,099830,2018-05-04,감사의견거절(감사범위 제한),2018,
에스엠로보틱스,252940,2018-04-25,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2018,
유디피,091270,2018-04-18,지정자문인 선임계약 해지 후 30일이내 미체결(2018.04.04限),2018,
유진스팩3호,221200,2018-04-17,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
교보5호스팩,223040,2018-03-30,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
케이비드림3호스팩,221950,2018-03-30,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
(주)배터리솔루션,199870,2018-03-28,지정자문인 선임계약 해지후 30일이내 미체결(18.3.14限),2018,
썬코어,051170,2018-03-15,'16사업연도 감사의견거절(계속기업 존속능력에 대한 불확실성) 및 '17사업연도 반기 감사의견거절(계속기업 존속능력에 대한 불확실성),2018,
케이비제8호스팩,222390,2018-03-13,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
위노바,039790,2018-03-09,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2018,
한화에이스스팩2호,219860,2018-03-02,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
유안타제2호스팩,219960,2018-02-23,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
키움스팩3호,218710,2018-02-14,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
골든브릿지제3호스팩,219580,2018-02-07,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
엔에이치스팩7호,217810,2018-01-19,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
미래에셋제3호스팩,215750,2018-01-04,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2018,
대우스팩3호,215580,2017-12-26,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2017,
아이이,023430,2017-12-20,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2017,
캐로스,260490,2017-11-29,지정자문인 선임계약 해지 후 30일이내 미체결(2017.11.15限),2017,
SK1호스팩,207930,2017-11-06,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2017,
골든브릿지제2호스팩,206660,2017-10-20,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2017,
엔에이치SL스팩,207720,2017-10-16,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2017,
중국원양자원,900050,2017-09-27,감사의견 의견거절,2017,
엔에스브이,095300,2017-09-12,"감사의견 거절(내부회계관리제도상의 취약점, 계속기업가정의 불확실성 및 재고자산 관련 감사범위 제한)",2017,
디피앤케이,189700,2017-08-31,지정자문인 선임계약 해지 후 30일이내 미체결(2017.08.17限),2017,
대성합동지주,005620,2017-08-25,해산 사유 발생,2017,
다린,204690,2017-08-02,상장폐지 신청('17.07.28),2017,
하나머스트3호스팩,208870,2017-07-31,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2017,
아시아퍼시픽15호,083620,2017-07-31,존속기간 만료,2017,
아스팩오일,232360,2017-07-25,지정자문인 선임계약 해지 후 30일이내 미체결(2017.07.11限),2017,
웨이포트,900130,2017-07-25,상장폐지 신청('17.06.22),2017,
비앤에스미디어,156170,2017-07-13,지정자문인 선임계약 해지 후 30일이내 미체결(2017.6.29限),2017,
케이티비스팩1호,204650,2017-07-07,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2017,
보루네오가구,004740,2017-07-05,"기업의 계속성, 경영의 투명성 및 기타 공익과 투자자 보호 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2017,
아시아퍼시픽14호,083610,2017-06-20,신청에 의한 상장폐지,2017,
아시아퍼시픽13호,083600,2017-06-15,신청에 의한 상장폐지,2017,
현대에이블스팩1호,204760,2017-06-15,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2017,
아시아퍼시픽12호,083590,2017-06-15,신청에 의한 상장폐지,2017,
아시아퍼시픽11호,083580,2017-06-15,신청에 의한 상장폐지,2017,
아시아10호,083570,2017-06-15,신청에 의한 상장폐지,2017,
동북아11호선박투자,083360,2017-06-14,신청에 의한 상장폐지,2017,
동북아14호선박투자,083390,2017-06-14,신청에 의한 상장폐지,2017,
동북아10호선박투자,083350,2017-06-14,신청에 의한 상장폐지,2017,
금오하이텍,165270,2017-06-07,최종부도 발생,2017,
대우스팩2호,204440,2017-05-29,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2017,
에스에스컴텍,036500,2017-05-11,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2017,
비엔씨컴퍼니,058370,2017-05-08,감사범위제한으로 인한 한정의견,2017,
신양오라컴,086830,2017-05-08,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2017,
코리아03호,090990,2017-04-25,감사의견 의견거절,2017,
코리아02호,090980,2017-04-25,감사의견 의견거절,2017,
코리아01호,090970,2017-04-25,감사의견 의견거절,2017,
코리아04호,091000,2017-04-25,감사의견 의견거절,2017,
넥솔론,110570,2017-04-17,자본전액잠식,2017,
우전,052270,2017-04-13,자본전액잠식 등,2017,
SY이노베이션,194860,2017-04-12,감사의견 거절(감사범위제한),2017,
한솔아트원제지,007190,2017-03-15,해산 사유 발생,2017,
케이엔씨글로벌,068150,2017-03-07,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2017,
한진해운,117930,2017-03-07,해산 사유 발생,2017,
SK컴즈,066270,2017-02-27,상장폐지신청('17.02.07),2017,
프리젠,060910,2017-02-24,최근 5사업연도 연속 영업손실 발생,2017,
한주라이트메탈,198940,2017-02-21,상장폐지 신청('17.1.18),2017,
미래에셋증권,037620,2017-01-20,해산 사유 발생,2017,
LG생명과학,068870,2017-01-17,해산 사유 발생,2017,
하이골드2호,139200,2017-01-11,신청에 의한 상장폐지,2017,
신성이엔지,104110,2017-01-02,해산 사유 발생,2017,
신성에프에이,104120,2017-01-02,해산 사유 발생,2017,
나이코,192240,2016-12-23,상장폐지 신청('16.12.9),2016,
이푸른,185280,2016-12-05,지정자문인 선임계약 해지 후 30일이내 미체결(2016.11.21限),2016,
현대페인트,011720,2016-11-21,감사의견 의견거절,2016,
아이팩토리,053810,2016-09-19,감사의견 거절(감사범위 제한 및 기업회계기준 위배),2016,
씨엘인터내셔널,037340,2016-09-08,2반기 연속 자본잠식률 50% 이상,2016,
엠제이비,074150,2016-09-05,감사의견거절(감사범위 제한),2016,
태림페이퍼,019300,2016-08-11,신청에 의한 상장폐지,2016,
디와이엘엔제이,207230,2016-07-26,지정자문인 선임계약의 해지한 날의 다음날부터 30일이내(2016.07.12限) 지정자문인 선임계약 미체결,2016,
피엘에이,082390,2016-07-25,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2016,
에이치앤아이,103650,2016-07-14,최종부도 발생,2016,
비지스틸,179440,2016-07-07,상장폐지 신청('16.6.14),2016,
바다로3호,092630,2016-06-13,신청에 의한 상장폐지,2016,
경남에너지,008020,2016-05-19,신청에 의한 상장폐지,2016,
티이씨코,008900,2016-05-17,해산 사유 발생,2016,
제이앤유글로벌,086200,2016-05-09,감사의견거절(감사범위 제한),2016,
오상헬스케어,036220,2016-05-09,감사의견 거절(감사범위 제한으로 인한 의견거절),2016,
아이디에스,078780,2016-04-28,'14사업연도 자본잠식률 50%이상 사유로 관리종목 지정 후 '15사업연도 반기 감사의견 거절,2016,
플랜텍,051310,2016-04-15,자본전액잠식,2016,
플렉스컴,065270,2016-04-12,자본전액잠식,2016,
한화화인케미칼,025850,2016-03-15,해산 사유 발생,2016,
테라텍,151750,2016-02-23,상장폐지 신청('16.02.01),2016,
승화프리텍,111610,2016-01-25,"기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2016,
삼양제넥스,003940,2016-01-21,해산 사유 발생,2016,
평산차업,950010,2015-11-05,시가총액 미달,2015,
코크렙15호,121550,2015-10-16,매출액 미달 2년 계속,2015,
GT&T,053870,2015-10-15,'14사업연도 자본잠식률 50%이상 사유로 관리종목 지정 후 '15사업연도 반기 감사의견 거절,2015,
프렉코,082220,2015-09-25,지정자문인 선임계약의 해지한 날의 다음날부터 30일이내(2015.09.11限) 지정자문인 선임계약 미체결,2015,
KCW,068060,2015-09-18,"기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2015,
이코리아리츠,138440,2015-09-16,"기업의 계속성, 경영의 투명성 및 기타 공익과 투자자 보호 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2015,
삼성물산,000830,2015-09-15,해산 사유 발생,2015,
SK,003600,2015-08-17,해산 사유 발생,2015,
디아이디,074130,2015-07-23,"기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2015,
와이즈파워,040670,2015-07-16,자본전액잠식 등,2015,
현대하이스코,010520,2015-07-15,해산 사유 발생,2015,
에이스하이텍,071930,2015-07-10,감사의견거절(감사범위 제한),2015,
SK브로드밴드,033630,2015-07-01,상장폐지신청('15.6.11),2015,
티에스엠텍,066350,2015-05-20,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,2015,
태창파로스,039850,2015-05-19,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2015,
씨앤케이인터,039530,2015-05-19,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2015,
잘만테크,090120,2015-05-13,감사의견 거절(계속기업 존속능력에 대한 불확실성 및 감사범위 제한),2015,
해피드림,065180,2015-05-04,감사범위제한으로 인한 한정의견,2015,
스탠다드펌,179280,2015-04-30,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2015,
웹솔루스,160350,2015-04-30,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2015,
영진코퍼레이션,053330,2015-04-23,자본전액잠식,2015,
삼환기업,000360,2015-04-15,자본전액잠식,2015,
경남기업,000800,2015-04-15,자본전액잠식,2015,
자원메디칼,181980,2015-04-15,상장폐지 신청('15.03.23),2015,
신일건업,014350,2015-04-15,자본전액잠식,2015,
울트라건설,004320,2015-04-13,자본전액잠식,2015,
우양에이치씨,101970,2015-03-17,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래 정지,2015,
아시아5호,082240,2015-03-13,신청에 의한 상장폐지,2015,
아시아6호,082250,2015-03-13,신청에 의한 상장폐지,2015,
아시아7호,082260,2015-03-13,신청에 의한 상장폐지,2015,
케이비부국위탁리츠,149130,2015-03-02,감사의견 부적정,2015,
로케트전기,000420,2015-02-24,감사의견 의견거절,2015,
아시아8호,081930,2015-02-17,신청에 의한 상장폐지,2015,
국제엘렉트릭,053740,2015-02-10,상장폐지 신청('15.01.15),2015,
터보테크,032420,2015-01-27,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2015,
디지텍시스템,091690,2015-01-21,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2015,
NH농협증권,016420,2015-01-20,해산 사유 발생,2015,
아시아4호,081210,2015-01-20,존속기간 만료,2015,
코크렙8호,090540,2015-01-16,해산 사유 발생,2015,
유니온스틸,003640,2015-01-16,해산 사유 발생,2015,
아시아9호,081940,2015-01-08,존속기간 만료,2015,
SBI모기지,950100,2015-01-07,신청에 의한 상장폐지,2015,
